"b9001     "~"A                             "~"003450000538                                      "~"Clr                                               "~"WHITE                                   00000                                                       "~.00      ~"O"~0    
"admin     "~"A                             "~"003450000538                                      "~"SIZES                                             "~"   L                                                                                                "~.00      ~"O"~3    
"b9001     "~"A                             "~"003450000538                                      "~"SIZES                                             "~"   L                                                                                                "~.00      ~"O"~3    
"admin     "~"A                             "~"003450000545                                      "~"STYLE                                             "~"A                                                                                                   "~.00      ~"F"~0    
"b9001     "~"A                             "~"003450000545                                      "~"STYLE                                             "~"A                                                                                                   "~.00      ~"F"~0    
"admin     "~"A                             "~"003450000545                                      "~"CLRCODE                                           "~"001                                                                                                 "~.00      ~"F"~0    
"b9001     "~"A                             "~"003450000545                                      "~"CLRCODE                                           "~"001                                                                                                 "~.00      ~"F"~0    
"admin     "~"A                             "~"003450000545                                      "~"Clr                                               "~"WHITE                                   00000                                                       "~.00      ~"O"~0    
"b9001     "~"A                             "~"003450000545                                      "~"Clr                                               "~"WHITE                                   00000                                                       "~.00      ~"O"~0    
"admin     "~"A                             "~"003450000545                                      "~"SIZES                                             "~"  XL                                                                                                "~.00      ~"O"~4    
"b9001     "~"A                             "~"003450000545                                      "~"SIZES                                             "~"  XL                                                                                                "~.00      ~"O"~4    
"admin     "~"A                             "~"003450000552                                      "~"STYLE                                             "~"A                                                                                                   "~.00      ~"F"~0    
"b9001     "~"A                             "~"003450000552                                      "~"STYLE                                             "~"A                                                                                                   "~.00      ~"F"~0    
"admin     "~"A                             "~"003450000552                                      "~"CLRCODE                                           "~"001                                                                                                 "~.00      ~"F"~0    
"b9001     "~"A                             "~"003450000552                                      "~"CLRCODE                                           "~"001                                                                                                 "~.00      ~"F"~0    
"admin     "~"A                             "~"003450000552                                      "~"Clr                                               "~"WHITE                                   00000                                                       "~.00      ~"O"~0    
"b9001     "~"A                             "~"003450000552                                      "~"Clr                                               "~"WHITE                                   00000                                                       "~.00      ~"O"~0    
"admin     "~"A                             "~"003450000552                                      "~"SIZES                                             "~" XXL                                                                                                "~.00      ~"O"~5    
"b9001     "~"A                             "~"003450000552                                      "~"SIZES                                             "~" XXL                                                                                                "~.00      ~"O"~5    
"admin     "~"A                             "~"003450000569                                      "~"STYLE                                             "~"A                                                                                                   "~.00      ~"F"~0    
"b9001     "~"A                             "~"003450000569                                      "~"STYLE                                             "~"A                                                                                                   "~.00      ~"F"~0    
"admin     "~"A                             "~"003450000569                                      "~"CLRCODE                                           "~"001                                                                                                 "~.00      ~"F"~0    
"b9001     "~"A                             "~"003450000569                                      "~"CLRCODE                                           "~"001                                                                                                 "~.00      ~"F"~0    
"admin     "~"A                             "~"003450000569                                      "~"Clr                                               "~"WHITE                                   00000                                                       "~.00      ~"O"~0    
"b9001     "~"A                             "~"003450000569                                      "~"Clr                                               "~"WHITE                                   00000                                                       "~.00      ~"O"~0    
"admin     "~"A                             "~"003450000569                                      "~"SIZES                                             "~"XXXL                                                                                                "~.00      ~"O"~6    
"b9001     "~"A                             "~"003450000569                                      "~"SIZES                                             "~"XXXL                                                                                                "~.00      ~"O"~6    
"admin     "~"A                             "~"003450000576                                      "~"STYLE                                             "~"A                                                                                                   "~.00      ~"F"~0    
"b9001     "~"A                             "~"003450000576                                      "~"STYLE                                             "~"A                                                                                                   "~.00      ~"F"~0    
"admin     "~"A                             "~"003450000576                                      "~"CLRCODE                                           "~"001                                                                                                 "~.00      ~"F"~0    
"b9001     "~"A                             "~"003450000576                                      "~"CLRCODE                                           "~"001                                                                                                 "~.00      ~"F"~0    
"admin     "~"A                             "~"003450000576                                      "~"Clr                                               "~"WHITE                                   00000                                                       "~.00      ~"O"~0    
"b9001     "~"A                             "~"003450000576                                      "~"Clr                                               "~"WHITE                                   00000                                                       "~.00      ~"O"~0    
"admin     "~"A                             "~"003450000576                                      "~"SIZES                                             "~" 4XL                                                                                                "~.00      ~"O"~7    
"b9001     "~"A                             "~"003450000576                                      "~"SIZES                                             "~" 4XL                                                                                                "~.00      ~"O"~7    
"admin     "~"A                             "~"003450000583                                      "~"STYLE                                             "~"A                                                                                                   "~.00      ~"F"~0    
"b9001     "~"A                             "~"003450000583                                      "~"STYLE                                             "~"A                                                                                                   "~.00      ~"F"~0    
"admin     "~"A                             "~"003450000583                                      "~"CLRCODE                                           "~"001                                                                                                 "~.00      ~"F"~0    
"b9001     "~"A                             "~"003450000583                                      "~"CLRCODE                                           "~"001                                                                                                 "~.00      ~"F"~0    
"admin     "~"A                             "~"003450000583                                      "~"Clr                                               "~"WHITE                                   00000                                                       "~.00      ~"O"~0    
"b9001     "~"A                             "~"003450000583                                      "~"Clr                                               "~"WHITE                                   00000                                                       "~.00      ~"O"~0    
"admin     "~"A                             "~"003450000583                                      "~"SIZES                                             "~" 5XL                                                                                                "~.00      ~"O"~8    
"b9001     "~"A                             "~"003450000583                                      "~"SIZES                                             "~" 5XL                                                                                                "~.00      ~"O"~8    
"admin     "~"A                             "~"003450000590                                      "~"STYLE                                             "~"A                                                                                                   "~.00      ~"F"~0    
"b9001     "~"A                             "~"003450000590                                      "~"STYLE                                             "~"A                                                                                                   "~.00      ~"F"~0    
"admin     "~"A                             "~"003450000590                                      "~"CLRCODE                                           "~"001                                                                                                 "~.00      ~"F"~0    
"b9001     "~"A                             "~"003450000590                                      "~"CLRCODE                                           "~"001                                                                                                 "~.00      ~"F"~0    
"admin     "~"A                             "~"003450000590                                      "~"Clr                                               "~"WHITE                                   00000                                                       "~.00      ~"O"~0    
"b9001     "~"A                             "~"003450000590                                      "~"Clr                                               "~"WHITE                                   00000                                                       "~.00      ~"O"~0    
"admin     "~"A                             "~"003450000590                                      "~"SIZES                                             "~" 6XL                                                                                                "~.00      ~"O"~9    
"b9001     "~"A                             "~"003450000590                                      "~"SIZES                                             "~" 6XL                                                                                                "~.00      ~"O"~9    
"admin     "~"A                             "~"003450000606                                      "~"STYLE                                             "~"A                                                                                                   "~.00      ~"F"~0    
"b9001     "~"A                             "~"003450000606                                      "~"STYLE                                             "~"A                                                                                                   "~.00      ~"F"~0    
"admin     "~"A                             "~"003450000606                                      "~"CLRCODE                                           "~"001                                                                                                 "~.00      ~"F"~0    
"b9001     "~"A                             "~"003450000606                                      "~"CLRCODE                                           "~"001                                                                                                 "~.00      ~"F"~0    
"admin     "~"A                             "~"003450000606                                      "~"Clr                                               "~"WHITE                                   00000                                                       "~.00      ~"O"~0    
"b9001     "~"A                             "~"003450000606                                      "~"Clr                                               "~"WHITE                                   00000                                                       "~.00      ~"O"~0    
"admin     "~"A                             "~"003450000606                                      "~"SIZES                                             "~" 7XL                                                                                                "~.00      ~"O"~10   
"b9001     "~"A                             "~"003450000606                                      "~"SIZES                                             "~" 7XL                                                                                                "~.00      ~"O"~10   
"admin     "~"B721                          "~"011111016088                                      "~"STYLE                                             "~"B721                                                                                                "~.00      ~"F"~0    
"b9001     "~"B721                          "~"011111016088                                      "~"STYLE                                             "~"B721                                                                                                "~.00      ~"F"~0    
"admin     "~"B721                          "~"011111016088                                      "~"CLRCODE                                           "~"AAA                                                                                                 "~.00      ~"F"~0    
"b9001     "~"B721                          "~"011111016088                                      "~"CLRCODE                                           "~"AAA                                                                                                 "~.00      ~"F"~0    
"admin     "~"B721                          "~"011111016088                                      "~"Clr                                               "~"GENOA M                                 00000                                                       "~.00      ~"O"~0    
"b9001     "~"B721                          "~"011111016088                                      "~"Clr                                               "~"GENOA M                                 00000                                                       "~.00      ~"O"~0    
"admin     "~"B721                          "~"011111016088                                      "~"SIZES                                             "~"  XS                                                                                                "~.00      ~"O"~1    
"b9001     "~"B721                          "~"011111016088                                      "~"SIZES                                             "~"  XS                                                                                                "~.00      ~"O"~1    
"admin     "~"B721                          "~"011111016095                                      "~"STYLE                                             "~"B721                                                                                                "~.00      ~"F"~0    
"b9001     "~"B721                          "~"011111016095                                      "~"STYLE                                             "~"B721                                                                                                "~.00      ~"F"~0    
"admin     "~"B721                          "~"011111016095                                      "~"CLRCODE                                           "~"AAA                                                                                                 "~.00      ~"F"~0    
"b9001     "~"B721                          "~"011111016095                                      "~"CLRCODE                                           "~"AAA                                                                                                 "~.00      ~"F"~0    
"admin     "~"B721                          "~"011111016095                                      "~"Clr                                               "~"GENOA M                                 00000                                                       "~.00      ~"O"~0    
"b9001     "~"B721                          "~"011111016095                                      "~"Clr                                               "~"GENOA M                                 00000                                                       "~.00      ~"O"~0    
"admin     "~"B721                          "~"011111016095                                      "~"SIZES                                             "~"   S                                                                                                "~.00      ~"O"~2    
"b9001     "~"B721                          "~"011111016095                                      "~"SIZES                                             "~"   S                                                                                                "~.00      ~"O"~2    
"admin     "~"B721                          "~"011111016101                                      "~"STYLE                                             "~"B721                                                                                                "~.00      ~"F"~0    
"b9001     "~"B721                          "~"011111016101                                      "~"STYLE                                             "~"B721                                                                                                "~.00      ~"F"~0    
"admin     "~"B721                          "~"011111016101                                      "~"CLRCODE                                           "~"AAA                                                                                                 "~.00      ~"F"~0    
"b9001     "~"B721                          "~"011111016101                                      "~"CLRCODE                                           "~"AAA                                                                                                 "~.00      ~"F"~0    
"admin     "~"B721                          "~"011111016101                                      "~"Clr                                               "~"GENOA M                                 00000                                                       "~.00      ~"O"~0    
"b9001     "~"B721                          "~"011111016101                                      "~"Clr                                               "~"GENOA M                                 00000                                                       "~.00      ~"O"~0    
"admin     "~"B721                          "~"011111016101                                      "~"SIZES                                             "~"   M                                                                                                "~.00      ~"O"~3    
"b9001     "~"B721                          "~"011111016101                                      "~"SIZES                                             "~"   M                                                                                                "~.00      ~"O"~3    
"admin     "~"B721                          "~"011111016118                                      "~"STYLE                                             "~"B721                                                                                                "~.00      ~"F"~0    
"b9001     "~"B721                          "~"011111016118                                      "~"STYLE                                             "~"B721                                                                                                "~.00      ~"F"~0    
"admin     "~"B721                          "~"011111016118                                      "~"CLRCODE                                           "~"AAA                                                                                                 "~.00      ~"F"~0    
"b9001     "~"B721                          "~"011111016118                                      "~"CLRCODE                                           "~"AAA                                                                                                 "~.00      ~"F"~0    
"admin     "~"B721                          "~"011111016118                                      "~"Clr                                               "~"GENOA M                                 00000                                                       "~.00      ~"O"~0    
"b9001     "~"B721                          "~"011111016118                                      "~"Clr                                               "~"GENOA M                                 00000                                                       "~.00      ~"O"~0    
"admin     "~"B721                          "~"011111016118                                      "~"SIZES                                             "~"   L                                                                                                "~.00      ~"O"~4    
"b9001     "~"B721                          "~"011111016118                                      "~"SIZES                                             "~"   L                                                                                                "~.00      ~"O"~4    
"admin     "~"B721                          "~"011111016125                                      "~"STYLE                                             "~"B721                                                                                                "~.00      ~"F"~0    
"b9001     "~"B721                          "~"011111016125                                      "~"STYLE                                             "~"B721                                                                                                "~.00      ~"F"~0    
"admin     "~"B721                          "~"011111016125                                      "~"CLRCODE                                           "~"AAA                                                                                                 "~.00      ~"F"~0    
"b9001     "~"B721                          "~"011111016125                                      "~"CLRCODE                                           "~"AAA                                                                                                 "~.00      ~"F"~0    
"admin     "~"B721                          "~"011111016125                                      "~"Clr                                               "~"GENOA M                                 00000                                                       "~.00      ~"O"~0    
"b9001     "~"B721                          "~"011111016125                                      "~"Clr                                               "~"GENOA M                                 00000                                                       "~.00      ~"O"~0    
"admin     "~"B721                          "~"011111016125                                      "~"SIZES                                             "~"  XL                                                                                                "~.00      ~"O"~5    
"b9001     "~"B721                          "~"011111016125                                      "~"SIZES                                             "~"  XL                                                                                                "~.00      ~"O"~5    
"admin     "~"B721                          "~"011111016132                                      "~"STYLE                                             "~"B721                                                                                                "~.00      ~"F"~0    
"b9001     "~"B721                          "~"011111016132                                      "~"STYLE                                             "~"B721                                                                                                "~.00      ~"F"~0    
"admin     "~"B721                          "~"011111016132                                      "~"CLRCODE                                           "~"AAA                                                                                                 "~.00      ~"F"~0    
"b9001     "~"B721                          "~"011111016132                                      "~"CLRCODE                                           "~"AAA                                                                                                 "~.00      ~"F"~0    
"admin     "~"B721                          "~"011111016132                                      "~"Clr                                               "~"GENOA M                                 00000                                                       "~.00      ~"O"~0    
"b9001     "~"B721                          "~"011111016132                                      "~"Clr                                               "~"GENOA M                                 00000                                                       "~.00      ~"O"~0    
"admin     "~"B721                          "~"011111016132                                      "~"SIZES                                             "~" XXL                                                                                                "~.00      ~"O"~6    
"b9001     "~"B721                          "~"011111016132                                      "~"SIZES                                             "~" XXL                                                                                                "~.00      ~"O"~6    
"admin     "~"B721                          "~"011111016149                                      "~"STYLE                                             "~"B721                                                                                                "~.00      ~"F"~0    
"b9001     "~"B721                          "~"011111016149                                      "~"STYLE                                             "~"B721                                                                                                "~.00      ~"F"~0    
"admin     "~"B721                          "~"011111016149                                      "~"CLRCODE                                           "~"AAA                                                                                                 "~.00      ~"F"~0    
"b9001     "~"B721                          "~"011111016149                                      "~"CLRCODE                                           "~"AAA                                                                                                 "~.00      ~"F"~0    
"admin     "~"B721                          "~"011111016149                                      "~"Clr                                               "~"GENOA M                                 00000                                                       "~.00      ~"O"~0    
"b9001     "~"B721                          "~"011111016149                                      "~"Clr                                               "~"GENOA M                                 00000                                                       "~.00      ~"O"~0    
"admin     "~"B721                          "~"011111016149                                      "~"SIZES                                             "~"XXXL                                                                                                "~.00      ~"O"~7    
"b9001     "~"B721                          "~"011111016149                                      "~"SIZES                                             "~"XXXL                                                                                                "~.00      ~"O"~7    
"admin     "~"B721                          "~"011111016156                                      "~"STYLE                                             "~"B721                                                                                                "~.00      ~"F"~0    
"b9001     "~"B721                          "~"011111016156                                      "~"STYLE                                             "~"B721                                                                                                "~.00      ~"F"~0    
"admin     "~"B721                          "~"011111016156                                      "~"CLRCODE                                           "~"AAA                                                                                                 "~.00      ~"F"~0    
"b9001     "~"B721                          "~"011111016156                                      "~"CLRCODE                                           "~"AAA                                                                                                 "~.00      ~"F"~0    
"admin     "~"B721                          "~"011111016156                                      "~"Clr                                               "~"GENOA M                                 00000                                                       "~.00      ~"O"~0    
"b9001     "~"B721                          "~"011111016156                                      "~"Clr                                               "~"GENOA M                                 00000                                                       "~.00      ~"O"~0    
"admin     "~"B721                          "~"011111016156                                      "~"SIZES                                             "~"  4X                                                                                                "~.00      ~"O"~8    
"b9001     "~"B721                          "~"011111016156                                      "~"SIZES                                             "~"  4X                                                                                                "~.00      ~"O"~8    
"admin     "~"B721                          "~"011111016163                                      "~"STYLE                                             "~"B721                                                                                                "~.00      ~"F"~0    
"b9001     "~"B721                          "~"011111016163                                      "~"STYLE                                             "~"B721                                                                                                "~.00      ~"F"~0    
"admin     "~"B721                          "~"011111016163                                      "~"CLRCODE                                           "~"AAA                                                                                                 "~.00      ~"F"~0    
"b9001     "~"B721                          "~"011111016163                                      "~"CLRCODE                                           "~"AAA                                                                                                 "~.00      ~"F"~0    
"admin     "~"B721                          "~"011111016163                                      "~"Clr                                               "~"GENOA M                                 00000                                                       "~.00      ~"O"~0    
"b9001     "~"B721                          "~"011111016163                                      "~"Clr                                               "~"GENOA M                                 00000                                                       "~.00      ~"O"~0    
"admin     "~"B721                          "~"011111016163                                      "~"SIZES                                             "~"  5X                                                                                                "~.00      ~"O"~9    
"b9001     "~"B721                          "~"011111016163                                      "~"SIZES                                             "~"  5X                                                                                                "~.00      ~"O"~9    
"admin     "~"B721                          "~"011111016170                                      "~"STYLE                                             "~"B721                                                                                                "~.00      ~"F"~0    
"b9001     "~"B721                          "~"011111016170                                      "~"STYLE                                             "~"B721                                                                                                "~.00      ~"F"~0    
"admin     "~"B721                          "~"011111016170                                      "~"CLRCODE                                           "~"AAA                                                                                                 "~.00      ~"F"~0    
"b9001     "~"B721                          "~"011111016170                                      "~"CLRCODE                                           "~"AAA                                                                                                 "~.00      ~"F"~0    
"admin     "~"B721                          "~"011111016170                                      "~"Clr                                               "~"GENOA M                                 00000                                                       "~.00      ~"O"~0    
"b9001     "~"B721                          "~"011111016170                                      "~"Clr                                               "~"GENOA M                                 00000                                                       "~.00      ~"O"~0    
"admin     "~"B721                          "~"011111016170                                      "~"SIZES                                             "~"  6X                                                                                                "~.00      ~"O"~10   
"b9001     "~"B721                          "~"011111016170                                      "~"SIZES                                             "~"  6X                                                                                                "~.00      ~"O"~10   
"admin     "~"B721                          "~"011111016187                                      "~"STYLE                                             "~"B721                                                                                                "~.00      ~"F"~0    
"b9001     "~"B721                          "~"011111016187                                      "~"STYLE                                             "~"B721                                                                                                "~.00      ~"F"~0    
"admin     "~"B721                          "~"011111016187                                      "~"CLRCODE                                           "~"AAH                                                                                                 "~.00      ~"F"~0    
"b9001     "~"B721                          "~"011111016187                                      "~"CLRCODE                                           "~"AAH                                                                                                 "~.00      ~"F"~0    
